"View","Probability","Feature"
"covariates",0.999999999999923,"demo_sex_v2"
"covariates",0.999999999999923,"interview_age"
"covariates",0.999999999999923,"White_race"
"covariates",0.999999999999923,"Black_race"
"covariates",0.999999999999923,"AIAN_race"
"covariates",0.999999999999923,"Asian_race"
"covariates",0.999999999999923,"Other_race"
"covariates",0.999999999999923,"demo_ethn_v2"
"covariates",0.999999999999923,"demo_comb_income_v2_bl"
"covariates",0.999999999999923,"highest_demo_ed_bl"
"covariates",0.999999999999923,"demo_prnt_marital_v2_bl"
"sMRI_SA",0.999999999999923,"mrisdp_308"
"sMRI_SA",0.999999999999923,"mrisdp_309"
"sMRI_SA",0.999999999999923,"mrisdp_310"
"sMRI_SA",0.999999999999923,"mrisdp_320"
"sMRI_SA",0.999999999999923,"mrisdp_326"
"sMRI_SA",0.999999999999923,"mrisdp_350"
"sMRI_SA",0.999999999999923,"mrisdp_382"
"sMRI_SA",0.999999999999923,"mrisdp_383"
"sMRI_SA",0.999999999999923,"mrisdp_384"
"sMRI_SA",0.999999999999923,"mrisdp_393"
"sMRI_SA",0.999999999999923,"mrisdp_400"
"sMRI_SA",0.999999999999923,"mrisdp_414"
"sMRI_SA",0.999999999999923,"mrisdp_424"
"sMRI_CT",0.999999999999923,"mrisdp_4"
"sMRI_CT",0.999999999999923,"mrisdp_15"
"sMRI_CT",0.999999999999923,"mrisdp_19"
"sMRI_CT",0.999999999999923,"mrisdp_25"
"sMRI_CT",0.999999999999923,"mrisdp_27"
"sMRI_CT",0.999999999999923,"mrisdp_30"
"sMRI_CT",0.999999999999923,"mrisdp_52"
"sMRI_CT",0.999999999999923,"mrisdp_54"
"sMRI_CT",0.999999999999923,"mrisdp_58"
"sMRI_CT",0.999999999999923,"mrisdp_67"
"sMRI_CT",0.999999999999923,"mrisdp_71"
"sMRI_CT",0.999999999999923,"mrisdp_73"
"sMRI_CT",0.999999999999923,"mrisdp_86"
"sMRI_CT",0.999999999999923,"mrisdp_88"
"sMRI_CT",0.999999999999923,"mrisdp_93"
"sMRI_CT",0.999999999999923,"mrisdp_94"
"sMRI_CT",0.999999999999923,"mrisdp_98"
"sMRI_CT",0.999999999999923,"mrisdp_101"
"sMRI_CT",0.999999999999923,"mrisdp_104"
"sMRI_CT",0.999999999999923,"mrisdp_119"
"sMRI_CT",0.999999999999923,"mrisdp_126"
"sMRI_CT",0.999999999999923,"mrisdp_127"
"sMRI_CT",0.999999999999923,"mrisdp_130"
"sMRI_CT",0.999999999999923,"mrisdp_131"
"sMRI_CT",0.999999999999923,"mrisdp_141"
"sMRI_CT",0.999999999999923,"mrisdp_147"
"sMRI_SA",0.999799999999923,"mrisdp_317"
"sMRI_SA",0.999799999999923,"mrisdp_333"
"sMRI_SA",0.999799999999923,"mrisdp_425"
"sMRI_CT",0.999799999999923,"mrisdp_11"
"sMRI_CT",0.999799999999923,"mrisdp_16"
"sMRI_CT",0.999799999999923,"mrisdp_20"
"sMRI_CT",0.999799999999923,"mrisdp_26"
"sMRI_CT",0.999799999999923,"mrisdp_85"
"sMRI_CT",0.999799999999923,"mrisdp_99"
"sMRI_CT",0.999799999999923,"mrisdp_108"
"sMRI_CT",0.999799999999923,"mrisdp_139"
"sMRI_SA",0.999599999999923,"mrisdp_319"
"sMRI_SA",0.999599999999923,"mrisdp_392"
"sMRI_SA",0.999599999999923,"mrisdp_418"
"sMRI_CT",0.999599999999923,"mrisdp_78"
"sMRI_CT",0.999599999999923,"mrisdp_116"
"sMRI_CT",0.999599999999923,"mrisdp_132"
"sMRI_CT",0.999399999999923,"mrisdp_6"
"sMRI_CT",0.999399999999923,"mrisdp_12"
"sMRI_CT",0.999399999999923,"mrisdp_28"
"sMRI_CT",0.999399999999923,"mrisdp_37"
"sMRI_CT",0.999399999999923,"mrisdp_38"
"sMRI_CT",0.999399999999923,"mrisdp_46"
"sMRI_CT",0.999399999999923,"mrisdp_111"
"sMRI_CT",0.999399999999923,"mrisdp_118"
"sMRI_SA",0.999199999999923,"mrisdp_318"
"sMRI_SA",0.999199999999923,"mrisdp_331"
"sMRI_SA",0.999199999999923,"mrisdp_440"
"sMRI_CT",0.999199999999923,"mrisdp_7"
"sMRI_CT",0.999199999999923,"mrisdp_87"
"sMRI_CT",0.999199999999923,"mrisdp_115"
"sMRI_SA",0.998999999999923,"mrisdp_336"
"sMRI_SA",0.998999999999923,"mrisdp_377"
"sMRI_CT",0.998999999999923,"mrisdp_34"
"sMRI_CT",0.998999999999923,"mrisdp_42"
"sMRI_CT",0.998999999999923,"mrisdp_100"
"sMRI_SA",0.998799999999923,"mrisdp_351"
"sMRI_SA",0.998799999999923,"mrisdp_378"
"sMRI_SA",0.998799999999923,"mrisdp_410"
"sMRI_SA",0.998799999999923,"mrisdp_429"
"sMRI_CT",0.998799999999923,"mrisdp_56"
"sMRI_CT",0.998799999999923,"mrisdp_95"
"sMRI_SA",0.998599999999923,"mrisdp_306"
"sMRI_SA",0.998599999999923,"mrisdp_368"
"sMRI_CT",0.998599999999923,"mrisdp_75"
"sMRI_SA",0.998399999999923,"mrisdp_435"
"sMRI_SA",0.998199999999923,"mrisdp_394"
"sMRI_SA",0.998199999999923,"mrisdp_449"
"sMRI_SA",0.997999999999923,"mrisdp_395"
"sMRI_SA",0.997999999999923,"mrisdp_422"
"sMRI_CT",0.997999999999923,"mrisdp_65"
"sMRI_CT",0.997999999999923,"mrisdp_107"
"sMRI_CT",0.997799999999923,"mrisdp_29"
"sMRI_CT",0.997799999999923,"mrisdp_36"
"sMRI_CT",0.997799999999923,"mrisdp_121"
"sMRI_SA",0.997599999999923,"mrisdp_304"
"sMRI_CT",0.997599999999923,"mrisdp_1"
"sMRI_SA",0.997399999999923,"mrisdp_375"
"sMRI_SA",0.997399999999923,"mrisdp_391"
"sMRI_SA",0.997399999999923,"mrisdp_405"
"sMRI_CT",0.997399999999923,"mrisdp_89"
"sMRI_CT",0.997199999999923,"mrisdp_128"
"sMRI_SA",0.996999999999923,"mrisdp_354"
"sMRI_CT",0.996799999999923,"mrisdp_114"
"sMRI_SA",0.996599999999923,"mrisdp_346"
"sMRI_CT",0.996599999999923,"mrisdp_112"
"sMRI_CT",0.996399999999923,"mrisdp_79"
"sMRI_SA",0.996199999999923,"mrisdp_411"
"sMRI_SA",0.996199999999923,"mrisdp_420"
"sMRI_CT",0.995999999999923,"mrisdp_146"
"sMRI_SA",0.995799999999923,"mrisdp_387"
"sMRI_SA",0.995599999999923,"mrisdp_448"
"sMRI_SA",0.994999999999923,"mrisdp_363"
"sMRI_SA",0.994999999999923,"mrisdp_397"
"sMRI_CT",0.994999999999923,"mrisdp_24"
"sMRI_SA",0.993999999999923,"mrisdp_344"
"sMRI_SA",0.993999999999923,"mrisdp_381"
"sMRI_CT",0.993599999999923,"mrisdp_102"
"sMRI_SA",0.993399999999923,"mrisdp_328"
"sMRI_SA",0.993399999999923,"mrisdp_337"
"sMRI_SA",0.993399999999923,"mrisdp_433"
"sMRI_CT",0.992999999999923,"mrisdp_120"
"sMRI_CT",0.992799999999923,"mrisdp_117"
"sMRI_SA",0.992599999999923,"mrisdp_421"
"sMRI_CT",0.992599999999923,"mrisdp_68"
"sMRI_SA",0.992399999999923,"mrisdp_407"
"sMRI_SA",0.991999999999923,"mrisdp_367"
"sMRI_CT",0.991999999999923,"mrisdp_76"
"sMRI_CT",0.991999999999923,"mrisdp_129"
"sMRI_SA",0.991599999999923,"mrisdp_311"
"sMRI_SA",0.991399999999923,"mrisdp_345"
"sMRI_SA",0.991399999999923,"mrisdp_349"
"sMRI_SA",0.990599999999924,"mrisdp_355"
"sMRI_SA",0.987999999999924,"mrisdp_404"
"sMRI_SA",0.987199999999924,"mrisdp_413"
"sMRI_SA",0.985599999999924,"mrisdp_323"
"sMRI_CT",0.985399999999924,"mrisdp_5"
"sMRI_SA",0.984399999999924,"mrisdp_396"
"sMRI_CT",0.984399999999924,"mrisdp_145"
"sMRI_CT",0.983799999999924,"mrisdp_45"
"sMRI_SA",0.983399999999924,"mrisdp_330"
"sMRI_SA",0.983199999999924,"mrisdp_379"
"sMRI_CT",0.982199999999924,"mrisdp_35"
"sMRI_CT",0.980999999999925,"mrisdp_60"
"sMRI_SA",0.980799999999925,"mrisdp_366"
"sMRI_CT",0.980199999999925,"mrisdp_109"
"sMRI_SA",0.979599999999925,"mrisdp_356"
"sMRI_SA",0.979199999999925,"mrisdp_316"
"sMRI_SA",0.978999999999925,"mrisdp_398"
"sMRI_SA",0.972199999999926,"mrisdp_321"
"sMRI_CT",0.971999999999926,"mrisdp_142"
"sMRI_CT",0.969399999999926,"mrisdp_123"
"sMRI_SA",0.968399999999926,"mrisdp_332"
"sMRI_SA",0.967799999999926,"mrisdp_369"
"sMRI_CT",0.967199999999926,"mrisdp_13"
"sMRI_SA",0.965199999999926,"mrisdp_442"
"sMRI_CT",0.964799999999926,"mrisdp_77"
"sMRI_SA",0.963999999999926,"mrisdp_437"
"sMRI_SA",0.963799999999926,"mrisdp_441"
"sMRI_SA",0.960599999999927,"mrisdp_380"
"sMRI_SA",0.960199999999927,"mrisdp_365"
"sMRI_CT",0.960199999999927,"mrisdp_90"
"sMRI_SA",0.958399999999927,"mrisdp_430"
"sMRI_SA",0.957199999999927,"mrisdp_362"
"sMRI_SA",0.956199999999927,"mrisdp_327"
"sMRI_CT",0.955599999999927,"mrisdp_72"
"sMRI_SA",0.955399999999927,"mrisdp_324"
"sMRI_SA",0.954799999999927,"mrisdp_434"
"sMRI_CT",0.951399999999928,"mrisdp_41"
"sMRI_SA",0.947199999999928,"mrisdp_364"
"sMRI_SA",0.945599999999928,"mrisdp_347"
"sMRI_SA",0.938799999999929,"mrisdp_428"
"sMRI_CT",0.936799999999929,"mrisdp_2"
"fMRI",0.93499999999993,"dt_vs"
"sMRI_SA",0.93359999999993,"mrisdp_322"
"sMRI_SA",0.93119999999993,"mrisdp_445"
"sMRI_SA",0.92799999999993,"mrisdp_348"
"sMRI_SA",0.927199999999931,"mrisdp_439"
"sMRI_CT",0.925999999999931,"mrisdp_133"
"sMRI_SA",0.922999999999931,"mrisdp_305"
"fMRI",0.922399999999931,"vs_dt"
"sMRI_SA",0.919599999999931,"mrisdp_343"
"sMRI_CT",0.913999999999932,"mrisdp_21"
"sMRI_SA",0.911399999999932,"mrisdp_338"
"fMRI",0.908199999999933,"dt_dt"
"sMRI_SA",0.900999999999933,"mrisdp_341"
"sMRI_SA",0.894799999999934,"mrisdp_334"
"sMRI_CT",0.890199999999935,"mrisdp_53"
"sMRI_CT",0.888599999999935,"mrisdp_64"
"sMRI_SA",0.886799999999935,"mrisdp_415"
"sMRI_SA",0.886199999999935,"mrisdp_436"
"sMRI_CT",0.874599999999936,"mrisdp_3"
"fMRI",0.873999999999936,"dla_n"
"sMRI_SA",0.873599999999936,"mrisdp_340"
"fMRI",0.872799999999937,"dt_dla"
"fMRI",0.872799999999937,"n_dla"
"fMRI",0.872599999999937,"dla_dt"
"fMRI",0.871999999999937,"vta_dla"
"fMRI",0.870399999999937,"dla_dla"
"fMRI",0.868399999999937,"dla_vta"
"fMRI",0.865399999999937,"cgc_cgc"
"sMRI_CT",0.860599999999938,"mrisdp_43"
"fMRI",0.859199999999938,"dt_n"
"fMRI",0.858599999999938,"n_dt"
"sMRI_SA",0.858199999999938,"mrisdp_390"
"fMRI",0.858199999999938,"vs_vs"
"sMRI_SA",0.854399999999939,"mrisdp_303"
"fMRI",0.851999999999939,"n_vs"
"fMRI",0.851199999999939,"cgc_dt"
"sMRI_CT",0.850999999999939,"mrisdp_14"
"fMRI",0.849399999999939,"dt_cgc"
"fMRI",0.84339999999994,"vs_n"
"sMRI_CT",0.84179999999994,"mrisdp_8"
"fMRI",0.83919999999994,"vta_dt"
"sMRI_CT",0.83899999999994,"mrisdp_138"
"fMRI",0.83759999999994,"cgc_n"
"sMRI_SA",0.83739999999994,"mrisdp_313"
"fMRI",0.836399999999941,"n_cgc"
"sMRI_CT",0.835199999999941,"mrisdp_125"
"fMRI",0.830599999999941,"dt_vta"
"sMRI_CT",0.829399999999941,"mrisdp_134"
"sMRI_SA",0.828399999999941,"mrisdp_373"
"sMRI_CT",0.827599999999941,"mrisdp_18"
"sMRI_CT",0.825999999999942,"mrisdp_92"
"sMRI_CT",0.814199999999943,"mrisdp_96"
"sMRI_CT",0.813799999999943,"mrisdp_69"
"sMRI_CT",0.813199999999943,"mrisdp_33"
"sMRI_CT",0.812599999999943,"mrisdp_80"
"sMRI_CT",0.809199999999944,"mrisdp_57"
"sMRI_CT",0.808999999999944,"mrisdp_103"
"sMRI_CT",0.805399999999944,"mrisdp_22"
"sMRI_CT",0.800799999999944,"mrisdp_110"
"sMRI_CT",0.799399999999945,"mrisdp_122"
"fMRI",0.798199999999945,"dla_cgc"
"sMRI_CT",0.797399999999945,"mrisdp_49"
"fMRI",0.793199999999945,"rspltp_cgc"
"sMRI_CT",0.792399999999945,"mrisdp_44"
"sMRI_SA",0.790999999999946,"mrisdp_359"
"fMRI",0.790399999999946,"cgc_dla"
"sMRI_CT",0.778999999999947,"mrisdp_47"
"fMRI",0.776999999999947,"cgc_rspltp"
"sMRI_CT",0.757399999999949,"mrisdp_81"
"sMRI_SA",0.75159999999995,"mrisdp_314"
"sMRI_SA",0.74739999999995,"mrisdp_450"
"fMRI",0.742799999999951,"dla_vs"
"fMRI",0.741199999999951,"vs_dla"
"sMRI_SA",0.700399999999956,"mrisdp_376"
"sMRI_CT",0.693999999999956,"mrisdp_83"
"fMRI",0.674799999999958,"n_n"
"sMRI_SA",0.670599999999959,"mrisdp_374"
"sMRI_SA",0.668999999999959,"mrisdp_408"
"sMRI_SA",0.667599999999959,"mrisdp_335"
"sMRI_CT",0.666399999999959,"mrisdp_62"
"sMRI_SA",0.665199999999959,"mrisdp_312"
"sMRI_SA",0.65959999999996,"mrisdp_370"
"sMRI_SA",0.653799999999961,"mrisdp_399"
"sMRI_SA",0.652999999999961,"mrisdp_372"
"sMRI_CT",0.646199999999961,"mrisdp_113"
"sMRI_SA",0.632799999999963,"mrisdp_339"
"ELA",0.601999999999966,"ksads_ptsd_raw_754_p"
"sMRI_CT",0.597599999999967,"mrisdp_105"
"sMRI_CT",0.590399999999968,"mrisdp_61"
"sMRI_CT",0.57099999999997,"mrisdp_136"
"sMRI_SA",0.563399999999971,"mrisdp_353"
"sMRI_SA",0.561199999999971,"mrisdp_358"
"fMRI",0.556399999999971,"vta_vta"
"fMRI",0.555199999999971,"fo_fo"
"fMRI",0.539999999999973,"ad_ad"
"sMRI_SA",0.532799999999974,"mrisdp_401"
"Internalizing Problems",0.528599999999974,"cbcl_scr_syn_internal_r"
"sMRI_SA",0.524999999999975,"mrisdp_388"
"sMRI_CT",0.523399999999975,"mrisdp_48"
"sMRI_SA",0.504199999999977,"mrisdp_409"
